denominazione_regione	hs	ic	th	hi	tcp	ncp	dh	d	tc	sw
Marche	949	114	1063	2051	3114	92	1489	700	5303	21057
Marche	959	108	1067	2013	3080	78	1588	713	5381	28379
Marche	937	106	1043	2052	3095	45	1603	728	5426	29160
Marche	888	106	994	2103	3097	77	1660	746	5503	30329
Marche	850	102	952	2172	3124	79	1694	764	5582	33778
Marche	839	94	933	2224	3157	86	1726	785	5668	37997
Marche	804	88	892	2280	3172	53	1754	795	5721	39909
Marche	799	86	885	2297	3182	48	1780	807	5769	41474
Marche	792	80	872	2340	3212	57	1792	822	5826	42782
Marche	784	78	862	2356	3218	51	1825	834	5877	44332
Marche	735	76	811	2419	3230	47	1849	845	5924	46492
Marche	727	71	798	2432	3230	28	1865	857	5952	47662
Marche	705	61	766	2507	3273	76	1890	865	6028	49163
Marche	689	58	747	2525	3272	30	1912	874	6058	50996
Marche	668	58	726	2582	3308	53	1924	879	6111	52063
Marche	667	58	725	2585	3310	16	1933	884	6127	52765
Marche	666	58	724	2610	3334	48	1948	893	6175	54313
Marche	640	52	692	2655	3347	35	1964	899	6210	55905
Marche	465	48	513	2697	3210	37	2131	906	6247	59488
Marche	413	44	457	2754	3211	28	2153	911	6275	61241
Marche	399	46	445	2760	3205	23	2177	916	6298	62834
Marche	400	43	443	2755	3198	21	2194	927	6319	64412
Marche	389	44	433	2773	3206	44	2225	932	6363	65398
Marche	387	42	429	2790	3219	29	2237	936	6392	67256
Marche	353	42	395	2841	3236	29	2242	943	6421	69037
Marche	328	41	369	2878	3247	31	2257	948	6452	71017
Marche	303	38	341	2897	3238	18	2278	954	6470	72504
Marche	285	32	317	2913	3230	23	2305	958	6493	73965
Marche	284	30	314	2937	3251	40	2322	960	6533	76367
Marche	277	28	305	2922	3227	10	2352	964	6543	77830
Marche	230	24	254	2954	3208	25	2391	969	6568	79414
Marche	211	20	231	2782	3013	20	2604	971	6588	80850
Marche	189	18	207	2697	2904	15	2725	974	6603	82840
Marche	178	18	196	2599	2795	16	2847	977	6619	84351
Marche	154	17	171	2486	2657	23	3003	982	6642	87211
Marche	151	18	169	2396	2565	25	3118	984	6667	88656
Marche	156	17	173	2142	2315	11	3379	984	6678	89085
Marche	144	17	161	1967	2128	-3	3561	986	6675	89985
Marche	125	16	141	1833	1974	2	3716	987	6677	90093
Marche	111	16	127	1705	1832	12	3867	990	6689	91885
Marche	101	15	116	1652	1768	8	3939	990	6697	93549
Marche	100	15	115	1598	1713	4	3995	993	6701	94657
Marche	101	13	114	1578	1692	13	4028	994	6714	95715
Marche	95	13	108	1554	1662	2	4059	995	6716	96270
Marche	94	13	107	1468	1575	2	4147	996	6718	97285
Marche	90	13	103	1347	1450	0	4272	996	6718	98535
Marche	79	13	92	1254	1346	1	4376	997	6719	100110
Marche	69	9	78	1274	1352	4	4385	986	6723	101389
Marche	66	9	75	1272	1347	4	4393	987	6727	102484
Marche	62	9	71	1267	1338	3	4405	987	6730	103634
Marche	63	9	72	1255	1327	0	4416	987	6730	103994
Marche	60	9	69	1257	1326	4	4421	987	6734	104968
Marche	57	8	65	1245	1310	1	4438	987	6735	105679
Marche	52	5	57	1246	1303	3	4447	988	6738	110077
Marche	50	5	55	1238	1293	2	4458	989	6740	111431
Marche	46	3	49	1146	1195	2	4556	991	6742	112740
Marche	41	2	43	1116	1159	3	4595	991	6745	113729
Marche	41	2	43	1032	1075	2	4681	991	6747	114310
Marche	32	0	32	960	992	0	4763	992	6747	115510
Marche	29	0	29	918	947	3	4811	992	6750	116320
Marche	26	0	26	876	902	1	4857	992	6751	117720
Marche	22	0	22	728	750	1	5009	993	6752	119045
Marche	22	0	22	655	677	2	5084	993	6754	120308
Marche	21	0	21	605	626	4	5139	993	6758	121354
Marche	18	0	18	599	617	4	5152	993	6762	121620
Marche	19	0	19	582	601	1	5168	994	6763	122650
Marche	21	0	21	564	585	1	5185	994	6764	123770
Marche	19	0	19	558	577	4	5197	994	6768	125339
Marche	14	0	14	546	560	0	5214	994	6768	126380
Marche	13	0	13	526	539	0	5235	994	6768	127450
Marche	14	0	14	513	527	0	5247	994	6768	128759
Marche	13	0	13	492	505	3	5275	994	6774	129281
Marche	11	0	11	482	493	1	5288	994	6775	130121
Marche	12	0	12	459	471	4	5314	994	6779	131622
Marche	10	0	10	450	460	2	5330	991	6781	133007
Marche	10	0	10	397	407	2	5385	991	6783	133947
Marche	9	0	9	348	357	2	5437	991	6785	135122
Marche	9	0	9	311	320	0	5474	991	6785	136117
Marche	9	0	9	265	274	0	5520	991	6785	136385
Marche	8	0	8	258	266	0	5528	991	6785	137340
Marche	8	0	8	240	248	5	5551	987	6786	138550
Marche	8	0	8	230	238	3	5564	987	6789	139893
Marche	6	0	6	221	227	0	5575	987	6789	140965
Marche	5	0	5	198	203	0	5599	987	6789	142031
Marche	5	0	5	189	194	1	5609	987	6790	143029
Marche	5	0	5	184	189	0	5614	987	6790	143299
Marche	5	0	5	180	185	1	5619	987	6791	144089
Marche	5	0	5	179	184	3	5623	987	6794	145099
Marche	5	0	5	168	173	4	5638	987	6798	146278
Marche	4	0	4	164	168	1	5644	987	6799	147083
Marche	4	0	4	165	169	4	5647	987	6803	148103
Marche	4	0	4	163	167	1	5650	987	6804	149154
Marche	4	0	4	155	159	0	5658	987	6804	149515
Marche	4	0	4	156	160	1	5658	987	6805	150309
Marche	3	1	4	153	157	0	5661	987	6805	151628
Marche	3	1	4	152	156	1	5663	987	6806	152848
Marche	3	1	4	151	155	3	5667	987	6809	153879
Marche	2	1	3	152	155	3	5670	987	6812	154887
Marche	2	1	3	147	150	0	5674	987	6811	155851
Marche	2	1	3	143	146	0	5678	987	6811	156150
Marche	2	1	3	141	144	2	5682	987	6813	157262
Marche	2	1	3	137	140	1	5687	987	6814	158397
Marche	2	1	3	134	137	1	5691	987	6815	159476
Marche	2	1	3	129	132	1	5697	987	6816	160592
Marche	3	1	4	125	129	2	5702	987	6818	161615
Marche	3	1	4	118	122	7	5716	987	6825	162553
Marche	5	0	5	107	112	2	5728	987	6827	162840
Marche	4	0	4	116	120	11	5731	987	6838	163868
Marche	5	0	5	125	130	17	5738	987	6855	165056
Marche	6	0	6	124	130	8	5746	987	6863	166234
Marche	6	0	6	141	147	21	5750	987	6884	167216
Marche	8	0	8	136	144	5	5758	987	6889	167946
Marche	11	0	11	136	147	8	5763	987	6897	169032
Marche	13	0	13	127	140	0	5770	987	6897	169125
Marche	15	0	15	124	139	2	5773	987	6899	170279
Marche	15	0	15	122	137	6	5781	987	6905	171452
Marche	16	0	16	125	141	9	5786	987	6914	172676
Marche	13	0	13	145	158	21	5790	987	6935	173725
Marche	14	0	14	142	156	3	5795	987	6938	175022
Marche	13	0	13	155	168	16	5799	987	6954	176282
Marche	11	0	11	154	165	2	5804	987	6956	176830
Marche	11	0	11	151	162	4	5811	987	6960	177759
Marche	10	0	10	157	167	16	5822	987	6976	178788
Marche	8	0	8	161	169	11	5831	987	6987	180090
Marche	10	1	11	179	190	32	5842	987	7019	181370
Marche	13	1	14	180	194	11	5849	987	7030	182505
Marche	12	1	13	181	194	5	5854	987	7035	183363
Marche	12	1	13	182	195	8	5861	987	7043	184009
Marche	13	1	14	191	205	15	5866	987	7058	185136
Marche	13	1	14	193	207	7	5871	987	7065	186776
Marche	14	1	15	202	217	13	5874	987	7078	188355
Marche	13	1	14	218	232	17	5876	987	7095	190441
Marche	11	1	12	230	242	10	5876	987	7105	192099
Marche	12	1	13	232	245	5	5878	987	7110	193716
Marche	13	0	13	230	243	3	5883	987	7113	194430
Marche	14	0	14	234	248	11	5889	987	7124	195794
Marche	9	0	9	232	241	9	5905	987	7133	197179
Marche	8	0	8	275	283	61	5924	987	7194	199348
Marche	8	1	9	282	291	17	5933	987	7211	200877
Marche	10	1	11	285	296	12	5940	987	7223	202668
Marche	12	1	13	289	302	15	5949	987	7238	204089
Marche	13	1	14	284	298	2	5955	987	7240	204808
Marche	14	1	15	294	309	16	5960	987	7256	206570
Marche	14	1	15	305	320	17	5966	987	7273	207827
Marche	13	1	14	321	335	21	5971	988	7294	209592
Marche	12	1	13	328	341	17	5982	988	7311	211130
Marche	13	1	14	355	369	32	5986	988	7343	212769
Marche	14	1	15	370	385	20	5990	988	7363	214110
Marche	16	1	17	370	387	6	5994	988	7369	214746
Marche	16	1	17	380	397	15	5999	988	7384	215962
Marche	14	2	16	394	410	19	6005	988	7403	217465
Marche	11	2	13	426	439	40	6015	989	7443	219106
Marche	13	2	15	451	466	41	6029	989	7484	220614
Marche	12	2	14	472	486	27	6036	989	7511	222457
Marche	14	2	16	504	520	39	6041	989	7550	224119
Marche	15	2	17	511	528	11	6044	989	7561	224672
Marche	17	2	19	517	536	14	6050	989	7575	225931
Marche	15	2	17	544	561	38	6063	989	7613	227277
Marche	20	2	22	560	582	37	6079	989	7650	228972
Marche	22	1	23	583	606	29	6084	989	7679	230491
Marche	23	2	25	596	621	24	6093	989	7703	231949
Marche	21	2	23	619	642	31	6103	989	7734	233406
Marche	24	2	26	624	650	17	6112	989	7751	233956
Marche	24	3	27	633	660	18	6120	989	7769	235017
Marche	24	4	28	658	686	32	6126	989	7801	236514
Marche	25	3	28	672	700	17	6129	989	7818	238026
Marche	22	2	24	697	721	33	6140	990	7851	239573
Marche	23	2	25	716	741	26	6146	990	7877	241151
Marche	20	2	22	738	760	24	6151	990	7901	242750
Marche	25	4	29	733	762	5	6154	990	7906	243132
Marche	26	3	29	752	781	26	6161	990	7932	244672
Marche	28	2	30	765	795	23	6170	990	7955	246287
Marche	24	6	30	783	813	28	6180	990	7983	248424
Marche	25	4	29	815	844	42	6191	990	8025	250543
Marche	23	6	29	867	896	59	6197	991	8084	252602
Marche	24	6	30	911	941	59	6210	992	8143	254464
Marche	28	6	34	920	954	22	6219	992	8165	255176
Marche	29	6	35	947	982	35	6226	992	8200	256738
Marche	31	5	36	1016	1052	84	6240	992	8284	259255
Marche	34	5	39	1068	1107	66	6251	992	8350	261317
Marche	37	3	40	1105	1145	49	6262	992	8399	263612
Marche	41	3	44	1159	1203	86	6290	992	8485	266010
Marche	44	6	50	1253	1303	108	6298	992	8593	268395
Marche	50	5	55	1274	1329	37	6309	992	8630	269232
Marche	60	6	66	1329	1395	82	6325	992	8712	270757
Marche	64	8	72	1465	1537	166	6349	992	8878	273839
Marche	61	9	70	1594	1664	140	6362	992	9018	276513
Marche	73	10	83	1671	1754	115	6387	992	9133	278711
Marche	77	10	87	1775	1862	121	6400	992	9254	280905
Marche	88	13	101	1944	2045	204	6418	995	9458	283447
Marche	97	16	113	2005	2118	98	6443	995	9556	284664
Marche	99	19	118	2064	2182	89	6467	996	9645	286546
Marche	115	19	134	2243	2377	226	6497	997	9871	289086
Marche	133	19	152	2472	2624	321	6570	998	10192	292862
Marche	152	22	174	2875	3049	453	6596	1000	10645	297179
Marche	178	23	201	3098	3299	274	6619	1001	10919	299892
Marche	178	23	201	3525	3726	521	6711	1003	11440	303279
Marche	227	26	253	3669	3922	238	6752	1004	11678	304340
Marche	250	28	278	3947	4225	380	6827	1006	12058	307045
Marche	250	32	282	4244	4526	351	6875	1008	12409	310091
Marche	247	39	286	4850	5136	686	6950	1009	13095	314006
Marche	262	39	301	5340	5641	524	6965	1013	13619	317571
Marche	275	47	322	5783	6105	502	6997	1019	14121	320766
Marche	327	42	369	6354	6723	683	7060	1021	14804	323790
Marche	334	50	384	6658	7042	373	7110	1025	15177	325563
Marche	374	53	427	6990	7417	431	7160	1031	15608	328103
Marche	398	54	452	7546	7998	653	7231	1032	16261	331756
Marche	421	56	477	8150	8627	698	7298	1034	16959	335105
Marche	444	60	504	8736	9240	697	7379	1037	17656	338947
Marche	454	67	521	9306	9827	631	7415	1045	18287	342550
Marche	493	69	562	9679	10241	502	7498	1050	18789	345496
Marche	519	71	590	9861	10451	262	7543	1057	19051	346762
Marche	525	75	600	10289	10889	504	7599	1067	19555	349370
Marche	536	74	610	10904	11514	701	7665	1077	20256	353026
Marche	536	74	610	11602	12212	834	7795	1083	21090	357212
Marche	559	74	633	12201	12834	740	7902	1094	21830	360800
Marche	484	74	558	12861	13419	779	8088	1102	22609	365075
Marche	483	77	560	13489	14049	707	8156	1111	23316	368894
Marche	499	78	577	13634	14211	282	8268	1119	23598	370514
Marche	525	78	603	13908	14511	357	8314	1130	23955	372822
Marche	527	79	606	14147	14753	479	8542	1139	24434	377624
Marche	526	78	604	14252	14856	667	9095	1150	25101	381419
Marche	542	81	623	14354	14977	512	9475	1161	25613	384786
Marche	544	86	630	14492	15122	452	9775	1168	26065	387818
Marche	542	88	630	14737	15367	529	10047	1180	26594	391100
Marche	550	90	640	14822	15462	161	10105	1188	26755	392339
Marche	555	89	644	15073	15717	351	10188	1201	27106	394593
Marche	578	94	672	15359	16031	448	10312	1211	27554	398356
Marche	586	90	676	15733	16409	519	10443	1221	28073	401261
Marche	564	91	655	16188	16843	490	10490	1230	28563	403262
Marche	571	85	656	16587	17243	473	10551	1242	29036	406233
Marche	598	85	683	17013	17696	518	10603	1255	29554	409684
Marche	585	87	672	17244	17916	252	10626	1264	29806	411597
Marche	586	86	672	17532	18204	337	10663	1276	30143	413946
Marche	565	85	650	17919	18569	421	10706	1289	30564	417126
Marche	526	88	614	18335	18949	476	10793	1298	31040	420304
Marche	518	87	605	18756	19361	492	10866	1305	31532	425121
Marche	506	84	590	19108	19698	418	10938	1314	31950	429447
Marche	518	82	600	19458	20058	443	11008	1327	32393	433239
Marche	518	82	600	13448	14048	145	17153	1337	32538	434639
Marche	514	87	601	13220	13821	293	17655	1355	32831	438149
Marche	518	85	603	12914	13517	229	18179	1364	33060	440236
Marche	501	86	587	12632	13219	323	18791	1373	33383	443307
Marche	490	86	576	12537	13113	483	19374	1379	33866	448004
Marche	487	86	573	12030	12603	451	20324	1390	34317	452143
Marche	476	81	557	11737	12294	481	21100	1404	34798	456349
Marche	469	83	552	12250	12802	174	20756	1414	34972	457424
Marche	467	78	545	11345	11890	228	21882	1428	35200	460780
Marche	448	75	523	10608	11131	480	23112	1437	35680	467740
Marche	436	67	503	10329	10832	467	23869	1446	36147	472564
Marche	427	64	491	10051	10542	381	24527	1459	36528	477649
Marche	416	65	481	9589	10070	369	25358	1469	36897	482731
Marche	416	64	480	9281	9761	372	26032	1476	37269	487352
Marche	423	63	486	9111	9597	162	26350	1484	37431	488786
Marche	421	61	482	9015	9497	363	26806	1491	37794	492948
Marche	411	61	472	9087	9559	498	27238	1495	38292	499038
Marche	409	64	473	8942	9415	415	27788	1504	38707	504651
Marche	398	60	458	9109	9567	603	28227	1516	39310	511362
Marche	412	64	476	9159	9635	206	28359	1522	39516	513159
Marche	428	65	493	9178	9671	181	28499	1527	39697	514332
Marche	454	60	514	9223	9737	131	28556	1535	39828	515371
Marche	465	61	526	9603	10129	508	28661	1546	40336	519600
Marche	468	62	530	10042	10572	585	28792	1557	40921	526915
Marche	470	62	532	10646	11178	703	28875	1571	41624	532497
Marche	479	61	540	11199	11739	693	28997	1581	42317	537533
Marche	479	65	544	11243	11787	285	29221	1594	42602	539624
Marche	479	67	546	11520	12066	372	29301	1607	42974	542199
Marche	487	65	552	11765	12317	355	29397	1615	43329	545237
Marche	495	65	560	12146	12706	458	29447	1634	43787	550075
Marche	512	67	579	12719	13298	743	29585	1647	44530	556983
Marche	521	69	590	12992	13582	346	29633	1661	44876	559992
Marche	532	68	600	13412	14012	564	29752	1676	45440	565788
Marche	529	71	600	14006	14606	688	29837	1685	46128	571099
Marche	541	73	614	14632	15246	687	29871	1698	46815	576643
Marche	548	81	629	13940	14569	333	30868	1711	47148	578570
Marche	588	79	667	13523	14190	499	31734	1723	47647	584185
Marche	594	73	667	12491	13158	480	33234	1735	48127	591216
Marche	583	76	659	11534	12193	506	34687	1753	48633	597883
Marche	587	82	669	11020	11689	629	35810	1763	49262	606048
Marche	591	85	676	10418	11094	409	36805	1772	49671	611861
Marche	590	83	673	9869	10542	440	37786	1783	50111	618418
Marche	591	85	676	9575	10251	157	38223	1794	50268	621742
Marche	587	85	672	8868	9540	359	39277	1810	50627	627246
Marche	573	84	657	7958	8615	417	40604	1825	51044	634368
Marche	555	83	638	7436	8074	500	41629	1841	51544	644321
Marche	555	79	634	7637	8271	437	41858	1852	51981	653333
Marche	549	77	626	7785	8411	397	42103	1864	52378	662555
Marche	546	74	620	8205	8825	525	42204	1874	52903	671124
Marche	549	73	622	8042	8664	200	42556	1883	53103	659081
Marche	545	73	618	8130	8748	291	42752	1894	53394	663699
Marche	554	72	626	8360	8986	466	42965	1909	53860	669151
Marche	551	70	621	8406	9027	429	43336	1926	54289	674037
Marche	540	73	613	8394	9007	371	43714	1939	54660	678817
Marche	542	71	613	8547	9160	465	44010	1955	55125	685976
Marche	529	72	601	8657	9258	362	44263	1966	55487	690203
Marche	535	72	607	8565	9172	189	44526	1978	55676	691642
Marche	544	68	612	8069	8681	333	45342	1986	56009	697600
Marche	535	68	603	7750	8353	408	46068	1996	56417	702605
Marche	529	76	605	7507	8112	480	46774	2011	56897	707989
Marche	532	74	606	7321	7927	414	47357	2027	57311	712718
Marche	531	75	606	7019	7625	436	48089	2033	57747	718208
Marche	528	74	602	7024	7626	394	48473	2042	58141	722696
Marche	536	73	609	7060	7669	171	48593	2050	58312	724002
Marche	542	74	616	6989	7605	270	48919	2058	58582	729110
Marche	534	72	606	6906	7512	421	49421	2070	59003	734693
Marche	529	75	604	7104	7708	530	49747	2078	59533	741378
Marche	532	75	607	7352	7959	515	50004	2085	60048	746607
Marche	542	75	617	7462	8079	405	50278	2096	60453	752690
Marche	544	80	624	7506	8130	355	50574	2104	60808	757070
Marche	537	83	620	7524	8144	128	50676	2116	60936	758190
Marche	535	80	615	7390	8005	277	51088	2120	61213	763152
Marche	534	78	612	7543	8155	471	51394	2135	61684	769043
Marche	520	79	599	7757	8356	532	51708	2152	62216	776442
Marche	524	82	606	7895	8501	488	52034	2169	62704	781587
Marche	532	80	612	8081	8693	547	52381	2177	63251	787557
Marche	531	75	606	8306	8912	488	52643	2184	63739	793433
Marche	543	78	621	8288	8909	117	52752	2195	63856	794480
Marche	555	78	633	8491	9124	581	53109	2204	64437	801796
Marche	555	84	639	8724	9363	616	53481	2209	65053	807749
Marche	559	84	643	8967	9610	732	53956	2219	65785	815619
Marche	561	81	642	9102	9744	686	54503	2224	66471	821182
Marche	571	77	648	9411	10059	798	54970	2240	67269	829646
Marche	582	72	654	9576	10230	588	55375	2252	67857	833982
Marche	575	74	649	9336	9985	446	56059	2259	68303	837003
Marche	570	78	648	9124	9772	415	56671	2275	68718	844097
Marche	561	84	645	9267	9912	759	57279	2286	69477	851158
Marche	580	87	667	9503	10170	919	57931	2295	70396	857713
Marche	593	92	685	9518	10203	1027	58913	2307	71423	864775
Marche	600	94	694	9596	10290	836	59651	2318	72259	871403
Marche	616	98	714	9764	10478	852	60299	2334	73111	877296
Marche	625	104	729	9457	10186	349	60936	2338	73460	879990
Marche	631	103	734	9424	10158	423	61375	2350	73883	883973
Marche	653	107	760	9885	10645	881	61756	2363	74764	893346
Marche	662	107	769	10063	10832	921	62480	2373	75685	900193
Marche	673	111	784	10074	10858	874	63317	2384	76559	906059
Marche	695	118	813	10250	11063	1000	64101	2395	77559	912707
Marche	703	131	834	10076	10910	616	64854	2411	78175	918705
Marche	722	132	854	9588	10442	415	65726	2422	78590	921358
